City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
515,san ignacio,8,BZ,1590356709,44,17.16,-89.07,98.6,6.93
516,kazachinskoye,82,RU,1590356710,83,57.7,93.28,58.37,7.49
517,repino,84,RU,1590356710,46,60.17,29.87,50.0,4.47
518,oxford,98,GB,1590356710,67,51.75,-1.26,59.0,3.36
519,klaksvik,100,FO,1590356711,100,62.23,-6.59,48.2,10.29
520,illela,78,NG,1590356711,26,13.73,5.3,92.64,4.0
521,dong hoi,90,VN,1590356711,78,17.48,106.6,80.89,5.7
522,riverton,1,US,1590356640,39,40.52,-111.94,62.6,10.29
523,juruti,18,BR,1590356712,90,-2.15,-56.09,78.66,2.44
524,timmins,75,CA,1590356694,68,48.47,-81.33,71.6,9.17
525,moissac,0,FR,1590356712,71,44.1,1.09,62.6,2.24
526,wanning,59,CN,1590356712,87,18.8,110.4,79.05,7.11
527,grants pass,1,US,1590356713,26,42.44,-123.33,78.8,4.7
528,portland,40,US,1590356558,37,45.52,-122.68,75.0,3.36
529,miyang,22,CN,1590356713,87,24.4,103.44,64.9,2.59
530,lakatoro,40,VU,1590356714,88,-16.1,167.42,77.0,9.28
531,prince rupert,90,CA,1590356628,93,54.32,-130.32,50.0,5.82
532,puerto escondido,5,MX,1590356714,74,15.85,-97.07,86.0,13.87
533,diamantino,100,BR,1590356714,75,-14.41,-56.45,64.08,4.85
534,zaraza,65,VE,1590356715,36,9.35,-65.32,93.11,6.22
535,monheim,83,DE,1590356715,90,51.08,6.88,57.99,1.99
536,sola,15,VU,1590356716,80,-13.88,167.55,79.63,16.51
537,sangueya,44,GN,1590356716,82,10.7,-14.37,78.82,4.23
538,makungu,28,TZ,1590356716,90,-8.73,35.28,58.44,2.24
539,daru,88,PG,1590356716,88,-9.08,143.21,78.85,9.8
540,neyshabur,0,IR,1590356716,22,36.21,58.8,72.07,2.46
541,sampit,37,ID,1590356706,97,-2.53,112.95,74.43,0.94
542,luchenza,0,MW,1590356717,84,-16.01,35.31,57.94,2.42
543,launceston,40,AU,1590356420,93,-41.45,147.17,37.99,6.93
544,road town,20,VG,1590356553,70,18.42,-64.62,86.0,6.93
545,caconda,33,AO,1590356718,51,-13.73,15.07,58.3,2.21
546,ranong,100,TH,1590356718,82,9.97,98.63,81.57,3.47
547,port augusta,0,AU,1590356718,93,-32.5,137.77,39.2,5.82
548,haapiti,40,PF,1590356718,66,-17.57,-149.87,86.0,5.82
549,bayan,55,CN,1590356494,66,46.08,127.4,53.01,12.28
