City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,poli,20,TZ,1590356558,88,-3.33,36.8,68.0,11.41
1,lata,100,PT,1590356558,84,40.16,-8.33,64.99,1.99
2,severo-kurilsk,100,RU,1590356558,90,50.68,156.12,39.94,7.85
3,dikson,82,RU,1590356558,97,73.51,80.55,29.41,8.88
4,yellowknife,20,CA,1590356559,45,62.46,-114.35,46.4,3.36
5,new norfolk,10,AU,1590356559,79,-42.78,147.06,46.0,1.86
6,nanortalik,44,GL,1590356559,82,60.14,-45.24,41.85,11.79
7,brainerd,90,US,1590356560,60,46.36,-94.2,71.6,4.7
8,busselton,94,AU,1590356560,67,-33.65,115.33,59.0,34.43
9,georgetown,20,MY,1590356362,94,5.41,100.34,78.8,2.24
10,ushuaia,75,AR,1590356401,70,-54.8,-68.3,44.6,14.99
11,havre-saint-pierre,1,CA,1590356561,32,50.23,-63.6,55.4,11.41
12,mataura,86,NZ,1590356561,93,-46.19,168.86,49.48,0.63
13,puerto ayora,75,EC,1590356561,78,-0.74,-90.35,77.0,20.8
14,deniliquin,0,AU,1590356394,89,-35.53,144.97,45.0,7.0
15,bukama,0,CD,1590356562,58,-9.2,25.85,68.05,2.42
16,vaini,40,TO,1590356563,78,-21.2,-175.2,77.0,4.7
17,puerto lleras,100,CO,1590356563,93,3.02,-73.4,79.23,3.31
18,avarua,17,CK,1590356564,94,-21.21,-159.78,78.8,5.82
19,porbandar,0,IN,1590356564,86,21.64,69.61,81.73,13.47
20,fukue,93,JP,1590356565,87,32.69,128.84,68.5,1.83
21,touros,75,BR,1590356565,100,-5.2,-35.46,73.4,4.7
22,east london,0,ZA,1590356565,33,-33.02,27.91,72.59,10.98
23,youghal,20,IE,1590356566,93,51.95,-7.85,53.01,5.82
24,russell,1,US,1590356566,52,32.35,-85.2,89.6,6.93
25,hilo,90,US,1590356566,61,19.73,-155.09,80.6,3.36
26,ilulissat,99,GL,1590356566,80,69.22,-51.1,35.6,4.7
27,hithadhoo,88,MV,1590356567,76,-0.6,73.08,83.3,7.0
28,los llanos de aridane,75,ES,1590356567,83,28.66,-17.92,78.01,11.41
29,tilichiki,23,RU,1590356567,89,60.47,166.1,34.7,3.98
30,rikitea,89,PF,1590356568,73,-23.12,-134.97,71.4,23.78
31,wum,100,CM,1590356568,96,6.38,10.07,66.22,2.37
32,gamba,100,GA,1590356568,90,-2.65,10.0,78.78,5.57
33,hambantota,98,LK,1590356568,83,6.12,81.12,81.99,18.28
34,bluff,69,NZ,1590356569,83,-46.6,168.33,50.02,12.3
35,punta arenas,90,CL,1590356556,93,-53.15,-70.92,42.8,6.93
36,dakar,40,SN,1590356465,83,14.69,-17.44,71.6,9.17
37,chokurdakh,100,RU,1590356569,99,70.63,147.92,33.12,5.12
38,petropavlovsk-kamchatskiy,75,RU,1590356517,65,53.05,158.65,46.4,6.71
39,barrow,90,US,1590356402,97,71.29,-156.79,32.0,11.41
40,bathsheba,20,BB,1590356570,66,13.22,-59.52,84.2,14.99
41,aripuana,71,BR,1590356570,79,-9.17,-60.63,73.99,1.63
42,machico,99,PT,1590356570,46,32.7,-16.77,73.4,21.92
43,kodiak,40,US,1590356571,50,57.79,-152.41,53.6,18.34
44,kropotkin,0,RU,1590356571,76,45.44,40.58,47.41,4.0
45,poum,100,NC,1590356572,80,-20.23,164.02,68.65,14.27
46,nanyuki,43,KE,1590356572,83,0.02,37.07,56.34,6.02
47,cape town,20,ZA,1590356569,82,-33.93,18.42,63.0,11.41
48,mar del plata,100,AR,1590356573,87,-38.0,-57.56,57.0,14.99
49,san cristobal,20,VE,1590356573,29,7.77,-72.22,98.6,18.34
50,carnarvon,45,AU,1590356573,62,-24.87,113.63,68.68,20.24
51,atuona,16,PF,1590356573,77,-9.8,-139.03,80.87,12.12
52,vila franca do campo,20,PT,1590356574,82,37.72,-25.43,66.2,12.75
53,bredasdorp,100,ZA,1590356574,81,-34.53,20.04,51.8,5.82
54,omboue,98,GA,1590356574,89,-1.57,9.26,78.21,10.94
55,oshawa,1,CA,1590356322,60,43.9,-78.85,75.99,12.75
56,talakan,100,RU,1590356575,89,50.32,130.37,47.44,5.37
57,messina,45,IT,1590356539,60,38.19,15.55,69.01,16.11
58,upernavik,100,GL,1590356575,96,72.79,-56.15,29.37,9.37
59,isangel,75,VU,1590356576,94,-19.55,169.27,73.4,7.61
60,laguna,1,US,1590356576,16,38.42,-121.42,90.0,8.05
61,cidreira,85,BR,1590356576,73,-30.18,-50.21,59.18,15.48
62,hobart,75,AU,1590356420,70,-42.88,147.33,46.4,6.93
63,tasiilaq,100,GL,1590356577,60,65.61,-37.64,39.2,8.05
64,ovre ardal,97,NO,1590356577,83,61.32,7.8,38.73,1.63
65,chimbote,21,PE,1590356577,77,-9.09,-78.58,68.68,8.14
66,mount isa,18,AU,1590356577,75,-20.73,139.5,46.4,9.93
67,lagoa,100,PT,1590356577,94,39.05,-27.98,64.69,14.94
68,havelock,64,US,1590356578,77,34.88,-76.9,81.0,11.99
69,kavaratti,69,IN,1590356578,75,10.57,72.64,85.1,9.15
70,isla mujeres,40,MX,1590356578,88,21.23,-86.73,82.99,8.05
71,qaanaaq,0,GL,1590356579,92,77.48,-69.36,31.91,1.3
72,victor harbor,16,AU,1590356579,89,-35.57,138.62,46.99,1.01
73,saint-philippe,90,RE,1590356579,73,-21.36,55.77,69.8,8.05
74,butaritari,85,KI,1590356579,78,3.07,172.79,83.12,9.53
75,norman wells,20,CA,1590356580,44,65.28,-126.83,60.8,14.99
76,cherskiy,0,RU,1590356580,66,68.75,161.3,38.5,4.45
77,ponta delgada,20,PT,1590356308,82,37.73,-25.67,66.2,12.75
78,saskylakh,91,RU,1590356581,90,71.92,114.08,46.8,9.66
79,ribeira grande,100,PT,1590356581,90,38.52,-28.7,65.55,14.09
80,opuwo,0,NA,1590356582,57,-18.06,13.84,56.39,1.34
81,talnakh,75,RU,1590356582,100,69.49,88.4,33.8,22.37
82,okha,51,RU,1590356582,86,53.57,142.95,38.28,3.38
83,daloa,67,CI,1590356582,94,6.88,-6.45,74.25,2.62
84,saint-louis,0,SN,1590356583,34,16.33,-15.0,95.0,4.7
85,provideniya,72,RU,1590356583,69,64.38,-173.3,39.2,4.47
86,lagunas,68,PE,1590356583,77,-5.23,-75.68,78.33,5.88
87,saint-augustin,0,CA,1590356583,40,51.23,-58.65,55.09,8.3
88,porgera,81,PG,1590356584,100,-5.47,143.2,43.34,1.28
89,porto calvo,75,BR,1590356584,100,-9.04,-35.4,73.4,3.36
90,clyde river,90,CA,1590356584,86,70.47,-68.59,26.6,12.75
91,ketchikan,90,US,1590356585,76,55.34,-131.65,53.6,17.22
92,kailua,40,US,1590356506,65,21.4,-157.74,84.2,9.17
93,kachiry,74,KZ,1590356585,72,53.07,76.1,67.71,8.81
94,lavrentiya,48,RU,1590356585,92,65.58,-171.0,34.27,7.49
95,rosetta,0,EG,1590356586,68,31.4,30.42,65.41,15.66
96,nome,20,US,1590356407,54,64.5,-165.41,55.4,12.75
97,tiznit,0,MA,1590356586,25,29.58,-9.5,82.49,1.57
98,ibra,3,OM,1590356587,77,22.69,58.53,78.53,0.09
99,ko samui,100,TH,1590356588,73,9.54,99.94,85.05,6.62
100,vao,100,NC,1590356588,78,-22.67,167.48,73.54,12.57
101,samarai,53,PG,1590356588,84,-10.62,150.67,80.02,7.87
102,nantucket,90,US,1590356588,76,41.28,-70.1,53.6,13.87
103,kaseda,75,JP,1590356589,100,31.42,130.32,62.6,3.36
104,payson,40,US,1590356589,29,40.04,-111.73,62.6,11.41
105,victoria,80,HK,1590356558,83,22.29,114.16,80.01,8.01
106,chutove,89,UA,1590356589,86,49.71,35.16,46.54,4.59
107,moree,0,AU,1590356590,87,-29.47,149.85,44.6,1.03
108,albany,34,US,1590356590,33,42.6,-73.97,78.01,1.01
109,novouzensk,92,RU,1590356590,67,50.46,48.14,54.99,2.39
110,makat,0,KZ,1590356591,53,47.65,53.35,65.68,14.94
111,hermanus,99,ZA,1590356591,86,-34.42,19.23,59.0,10.0
112,hobyo,0,SO,1590356591,72,5.35,48.53,83.44,25.34
113,srandakan,77,ID,1590356591,86,-7.94,110.25,77.34,3.27
114,roald,34,NO,1590356592,87,62.58,6.13,51.01,11.41
115,brigantine,90,US,1590356592,72,39.41,-74.36,60.8,13.87
116,esperance,90,AU,1590356592,66,-33.87,121.9,55.4,26.4
117,den helder,75,NL,1590356592,87,52.96,4.76,57.0,10.29
118,saldanha,100,ZA,1590356593,82,-33.01,17.94,55.4,2.24
119,sovetskaya gavan,100,RU,1590356593,91,48.97,140.29,41.43,8.19
120,kintampo,93,GH,1590356593,72,8.06,-1.73,78.89,4.94
121,port alfred,0,ZA,1590356593,89,-33.59,26.89,60.01,1.99
122,porto santo,76,PT,1590356594,77,33.07,-16.34,66.2,16.11
123,arona,4,ES,1590356594,78,28.1,-16.68,75.0,2.24
124,sitka,90,US,1590356594,87,57.05,-135.33,48.2,9.17
125,matamoros,20,MX,1590356595,9,25.53,-103.25,95.0,4.7
126,jamestown,90,US,1590356510,54,42.1,-79.24,78.8,8.05
127,hede,100,CN,1590356595,67,33.77,120.25,64.72,3.49
128,namibe,0,AO,1590356595,64,-15.2,12.15,74.35,6.53
129,souillac,40,MU,1590356596,88,-20.52,57.52,69.8,3.36
130,kalaleh,90,IR,1590356596,100,37.38,55.49,60.8,4.7
131,ostrovnoy,100,RU,1590356596,86,68.05,39.51,38.8,8.32
132,bubaque,0,GW,1590356597,82,11.28,-15.83,79.66,13.11
133,ogulin,3,HR,1590356597,51,45.27,15.23,60.8,1.12
134,lorengau,89,PG,1590356597,73,-2.02,147.27,83.7,2.89
135,leshukonskoye,13,RU,1590356598,69,64.9,45.76,40.66,3.98
136,beni suef,0,EG,1590356598,51,29.07,31.1,63.37,11.9
137,tiksi,99,RU,1590356598,95,71.69,128.87,38.84,3.94
138,yar-sale,0,RU,1590356599,80,66.83,70.83,35.69,10.69
139,ust-ishim,92,RU,1590356599,98,57.69,71.17,59.7,2.89
140,goose creek,40,US,1590356311,78,32.98,-80.03,86.0,6.93
141,guerrero negro,4,MX,1590356600,56,27.98,-114.06,69.03,17.49
142,hervey bay,0,AU,1590356600,76,-25.3,152.85,53.01,5.99
143,tura,96,IN,1590356597,96,25.52,90.22,74.28,11.95
144,svetlaya,100,RU,1590356601,91,46.54,138.33,44.6,11.95
145,paamiut,31,GL,1590356601,89,61.99,-49.67,36.23,24.72
146,chuy,61,UY,1590356601,75,-33.7,-53.46,53.96,12.19
147,camalu,0,MX,1590356602,52,30.85,-116.07,70.0,8.01
148,mehamn,46,NO,1590356602,61,71.04,27.85,46.4,12.75
149,half moon bay,1,US,1590356602,72,37.46,-122.43,87.01,11.41
150,pisco,20,PE,1590356603,82,-13.7,-76.22,66.99,9.17
151,katsuura,21,JP,1590356603,90,35.13,140.3,69.01,4.76
152,mandera,0,KE,1590356603,61,3.94,41.87,81.55,12.77
153,avera,1,US,1590356603,52,33.19,-82.53,88.0,4.7
154,sinnamary,100,GF,1590356604,88,5.38,-52.95,78.76,7.11
155,san nicolas,75,PH,1590356604,100,18.17,120.6,75.2,4.7
156,bilibino,47,RU,1590356604,89,68.05,166.44,30.11,5.28
157,rapid valley,40,US,1590356604,50,44.06,-103.15,60.8,25.28
158,castro,100,BR,1590356605,80,-24.79,-50.01,53.89,2.19
159,san policarpo,99,PH,1590356605,86,12.18,125.51,81.66,5.93
160,heyang,98,CN,1590356605,93,26.1,107.47,63.14,4.12
161,muniz freire,97,BR,1590356605,94,-20.46,-41.41,66.61,1.54
162,tuktoyaktuk,40,CA,1590356606,60,69.45,-133.04,42.8,17.22
163,sanchor,5,IN,1590356606,49,24.76,71.77,82.45,7.74
164,mitu,99,CO,1590356606,87,1.2,-70.17,78.71,0.36
165,alofi,98,NU,1590356606,83,-19.06,-169.92,78.8,8.05
166,deleni,59,RO,1590356607,76,47.47,26.88,52.0,12.75
167,arraial do cabo,75,BR,1590356427,93,-22.97,-42.03,66.2,8.05
168,giddalur,12,IN,1590356607,76,15.35,78.92,82.17,1.01
169,sao filipe,0,CV,1590356608,72,14.9,-24.5,73.99,8.3
170,lake charles,75,US,1590356400,58,30.21,-93.2,87.8,12.75
171,pevek,95,RU,1590356609,94,69.7,170.31,29.39,1.66
172,kalmunai,98,LK,1590356609,83,7.42,81.82,82.26,4.54
173,padang,61,ID,1590356609,67,-0.95,100.35,79.54,2.8
174,nabire,100,ID,1590356610,90,-3.37,135.48,76.35,4.85
175,taoudenni,0,ML,1590356610,25,22.68,-3.98,84.76,0.74
176,pauini,98,BR,1590356610,74,-7.71,-66.98,71.35,2.75
177,chapais,1,CA,1590356611,23,49.78,-74.85,82.4,10.29
178,hofn,100,IS,1590356611,91,64.25,-15.21,48.43,25.1
